"","age","gender","study_hours_per_day","social_media_hours","netflix_hours","part_time_job","attendance_percentage","sleep_hours","diet_quality","exercise_frequency","parental_education_level","internet_quality","mental_health_rating","extracurricular_participation","exam_score"
"61",19,"Female",1.31689647373176,1.8582563854758,1.62959382463969,"Yes",92.1,8.85515576047205,"Fair",1,"High School","Average",4,"No",81.7654695172655
"62",23,"Male",2.92162966764342,1.64583015151997,2.9372939249171,"No",100,6.78926634072297,"Fair",4,"Bachelor","Good",5,"No",89.3166968610996
"63",21,"Male",3.44058985936144,2.8112712491203,3.35855121693117,"Yes",93.1,8.13857422872378,"Good",6,"High School","Good",10,"No",97.9777261207505
"64",17,"Male",2.85161339830027,2.22246762741593,3.11342200862406,"Yes",76.5,6.52443500579842,"Fair",3,"Bachelor","Average",9,"No",90.5822593461593
"65",23,"Male",2.83552336862551,1.35649524027135,1.88150407168874,"No",80.8,7.25507889545604,"Good",3,"High School","Poor",4,"Yes",86.0043479236191
"66",18,"Female",3.3062228859854,2.68380041121577,0.530245022533275,"No",80.5,7.80847952011204,"Poor",0,"Master","Good",8,"No",86.5417783935659
"67",20,"Male",3.29284857455844,3.01527195970237,1.29365864321321,"No",67,7.09250005645255,"Good",4,"Bachelor","Average",8,"No",84.8497741832231
"68",17,"Male",2.77854853347005,1.66252532944791,2.83968843137189,"No",81.7,7.47989999455949,"Poor",0,"Master","Good",2,"No",82.3673594730613
"69",20,"Female",3.57422196340657,0.846091998056116,3.56265537845993,"Yes",92.3,7.06965137369508,"Good",0,"Bachelor","Poor",6,"No",92.6756261248012
"70",22,"Male",5.42549982928952,3.13015318646696,1.85322430473332,"No",72.3,8.42863934096263,"Poor",6,"Master","Average",5,"No",100
"71",18,"Female",2.64538926726872,1.84297706663806,1.55851525771907,"No",95.5,7.20435404401502,"Poor",2,"Bachelor","Good",2,"Yes",80.8439384260519
"72",18,"Female",1.69688043692166,2.35005959438732,0.858866518469136,"No",89.9,6.57690453176795,"Fair",0,"High School","Poor",10,"Yes",77.8663046261157
"73",17,"Male",3.11723239124091,0.570200610237085,0.860274628296114,"No",77.7,8.77562761042497,"Fair",1,"High School","Average",4,"Yes",90.3422081073524
"74",18,"Female",5.90124615347297,2.2095505553459,2.7576177779972,"No",83.6,7.59450197587682,"Fair",3,"High School","Average",7,"Yes",99.1359009857635
"75",21,"Female",2.31810273365505,0.688321883064126,1.27749867078628,"No",100,7.58815941966534,"Fair",6,"None","Good",1,"No",85.0724782829511
"76",18,"Female",4.13598528112117,2.83374248361355,2.73312875060305,"Yes",92.3,8.19224853566287,"Fair",0,"Bachelor","Good",9,"Yes",99.9628456223805
"77",20,"Male",4.83183152639871,2.15602197815695,2.53111725956547,"No",85.1,7.7867403643972,"Poor",5,"Bachelor","Average",10,"Yes",100
"78",20,"Female",2.55498251869921,2.10331052541299,1.58712532876521,"No",82.6,7.90052346474587,"Fair",1,"Bachelor","Poor",1,"No",79.255338756699
"79",23,"Female",3.75457992332028,1.68535432360014,1.87369748409994,"Yes",85.8,8.03749651921543,"Good",4,"Master","Good",5,"No",90.4384148900027
"80",20,"Male",4.30140620104395,2.62538120673025,2.5119413833695,"Yes",79.9,7.84921541294417,"Good",3,"Master","Average",7,"No",96.7417454600423
"81",23,"Male",2.62026492677573,2.12412848702815,1.58967355763881,"No",64,9.96220878772057,"Good",6,"High School","Good",8,"No",87.1241050380993
"82",20,"Other",2.59789622007619,3.13235696061232,4.64347814898242,"No",100,7.33047661689941,"Good",5,"High School","Poor",2,"No",79.514125848102
"83",21,"Female",2.6465171894827,4.07054102420609,0.852952835956334,"Yes",86.6,7.22559051404374,"Fair",6,"High School","Poor",4,"No",81.1536633017824
"84",24,"Male",2.69285325503394,0.770495024978669,2.52484843659279,"No",89,8.14407939515635,"Poor",6,"High School","Good",2,"Yes",74.6289402507601
"85",23,"Female",2.76380517690825,3.67076942997525,1.84561888979792,"No",84.4,7.35682722893029,"Fair",5,"Bachelor","Average",4,"No",75.2126190220502
"86",19,"Male",2.35446900421885,2.8619198020452,2.18479403400577,"No",77.6,7.4221271636381,"Good",4,"Bachelor","Good",6,"No",76.7719846383476
"87",22,"Male",2.55710812948614,1.99613051557184,2.74277994508128,"No",83.1,9.85851006728181,"Good",5,"Bachelor","Poor",6,"No",91.3401590668505
"88",17,"Male",2.24306585091154,0.873396233839511,1.24803347197766,"No",69,7.94004932239262,"Fair",1,"Master","Average",2,"Yes",72.1193237260201
"89",20,"Male",3.75095735346756,1.72151829261976,2.00686180294442,"No",100,7.19925926841737,"Poor",6,"Bachelor","Good",4,"No",88.5158939203646
"90",18,"Male",1.18718744614989,3.1019680711013,1.27239286846571,"No",72.7,7.52822665958214,"Poor",4,"High School","Average",4,"Yes",66.9802577770793
"91",24,"Male",3.081459454724,2.55352662304918,2.39367536896291,"No",74.7,8.44500326363105,"Fair",6,"Bachelor","Good",1,"No",90.6778470368583
"92",20,"Female",3.58376704338266,2.83750077349363,2.05312957022306,"No",80.6,6.87949439954698,"Fair",5,"High School","Average",2,"No",83.0769822883439
"93",18,"Male",0.805486294025918,1.44348251134344,3.0912684152886,"Yes",97.9,5.25009417916277,"Poor",4,"High School","Good",3,"No",69.4277370104936
"94",22,"Male",3.53257813743872,2.45335620671467,2.7124551876648,"No",85.1,6.95357708385314,"Good",4,"None","Good",5,"No",86.8605425596476
"95",22,"Female",4.22170121369517,1.03374085223594,2.28329218659557,"No",72.6,6.53675415664805,"Fair",0,"High School","Average",8,"No",92.3119924008588
"96",22,"Male",2.0059214203038,2.14438969172413,1.93586061501333,"No",97.5,7.5834669467517,"Good",0,"High School","Good",6,"No",74.4076736736153
"97",18,"Female",5.39265983074759,2.40261427520962,0.799519675484481,"No",92.3,7.80699608282534,"Good",0,"High School","Good",3,"No",95.2105820581992
"98",20,"Male",3.35288223618338,1.21330384211827,1.24758298701351,"No",90.4,7.6527263711921,"Good",5,"Bachelor","Average",6,"No",92.1288315001682
"99",22,"Male",2.65457457739833,0.170548937543127,2.80059083421317,"No",92.2,6.31861222733141,"Good",3,"Bachelor","Good",7,"Yes",83.3687025420764
"100",21,"Male",2.49160798763912,2.25515026084925,3.24239052853042,"No",100,8.04672749373879,"Good",1,"High School","Good",6,"No",84.3437524612469
"101",23,"Male",3.5282290689627,2.66849285182473,2.10291036386349,"No",100,7.85555587087616,"Good",5,"None","Average",10,"Yes",97.3848056381946
"102",18,"Male",3.55578902096809,2.31766322885,2.25425888974595,"No",78.1,5.79157152833606,"Good",6,"Bachelor","Average",6,"No",88.8182222984488
"103",18,"Male",3.46304550597538,3.42085103579904,1.79278883821501,"No",100,7.83300544182873,"Fair",0,"None","Average",1,"No",81.5219552195522
"104",20,"Male",2.03974839687843,1.32830606438294,3.19305383016189,"No",88.8,8.40868767940526,"Good",4,"Master","Average",3,"No",74.5553311140074
"105",18,"Male",3.4875955630081,2.04180729926666,2.44361975028124,"No",90,8.6443920553565,"Good",5,"Bachelor","Good",7,"No",88.9684684804684
"106",18,"Male",1.68636057493854,3.27177822931069,3.35991503792167,"Yes",68.1,8.63628142005972,"Good",4,"High School","Average",4,"Yes",58.6031792420477
"107",22,"Male",3.09874200448732,0.348200887573513,1.18268782801323,"No",83.3,9.81631622412771,"Good",6,"High School","Good",4,"Yes",92.7659809074121
"108",20,"Male",1.64827859848553,2.42539411404277,2.70743966094729,"No",76.9,7.18078945694474,"Fair",4,"None","Average",7,"No",81.2768335551049
"109",22,"Female",2.25455647376439,2.05851246811612,2.2484729791522,"No",93.3,7.57331341620655,"Poor",4,"High School","Average",9,"Yes",81.0300831633341
"110",23,"Female",3.84390067931919,2.42816926592872,3.00497796300864,"No",95.7,7.34669206953012,"Fair",2,"High School","Good",2,"No",90.5343730760384
"111",24,"Male",4.2936638203869,2.39071358980066,1.37161505979239,"No",64.3,8.00360767846083,"Fair",3,"Bachelor","Average",9,"Yes",94.614352321083
"112",23,"Female",4.31856284355531,1.72807059770615,1.29709097715413,"No",84.8,8.11139820112701,"Good",1,"High School","Average",3,"No",90.2457514366744
"113",24,"Female",1.80855945270672,1.66402599634543,2.60181001754146,"No",96.2,6.97054681778529,"Fair",1,"Bachelor","Poor",6,"Yes",69.4277370104936
"114",22,"Male",2.68963042658629,1.52519373409895,2.10320663646263,"No",83.1,7.83060507617599,"Fair",0,"Bachelor","Average",4,"No",75.2126190220502
"115",23,"Female",3.97902834696692,1.05197598449797,1.63383446192414,"No",92.3,9.24099798602261,"Fair",2,"High School","Average",1,"No",93.2144863268772
"116",20,"Female",2.79416343760834,1.84168121444252,3.24522135461285,"No",88.5,8.28416193166484,"Poor",5,"None","Good",9,"No",92.9460336108383
"117",17,"Male",5.70063343636606,2.48245631764536,2.31391422137788,"No",88.4,7.58551706315848,"Good",5,"None","Average",6,"Yes",98.0169195780382
"118",22,"Male",3.21954644616359,1.05950479644809,2.18360839634225,"No",82.3,8.34765032081038,"Good",1,"None","Good",8,"No",92.0828997721939
"119",24,"Female",3.55051883140012,2.87718263396114,2.07795276177431,"No",72.8,7.85256022293616,"Poor",3,"Bachelor","Good",2,"Yes",79.9627086646898
"120",21,"Female",2.96452587216556,2.627884714529,2.33319442174122,"Yes",73.8,8.7094106881543,"Fair",4,"High School","Average",7,"No",84.7379192874128
"121",24,"Male",2.7423841016118,0.558786716023426,1.20440023305958,"No",92.1,8.3709302169906,"Fair",6,"Bachelor","Average",6,"No",95.2105820581992
"122",21,"Male",2.92300886798892,1.52003116966161,1.72271341776942,"No",85.2,8.80527767480491,"Poor",0,"High School","Good",2,"No",81.338265822767
"123",18,"Male",3.61504001281327,2.86695178744583,0.792394528041655,"No",83.6,9.9978470584131,"Poor",3,"High School","Good",2,"No",93.8772486651404
"124",23,"Female",4.1432000049748,0.82328603382834,2.43734927939232,"No",80.8,8.4144510252687,"Good",1,"Bachelor","Average",4,"No",90.2940110891231
"125",21,"Female",2.45336893347653,2.02188488322046,0.983742251812978,"No",81.9,7.38091868382581,"Fair",2,"Bachelor","Average",4,"No",82.0676338965891
"126",24,"Male",1.96005685869267,2.64362453046679,3.22273047978575,"No",95.5,7.95293168648934,"Fair",0,"High School","Average",3,"No",69.5122326040184
"127",18,"Male",1.14743234784814,2.58885728077734,1.29187175249485,"Yes",81.6,8.19915166213763,"Poor",1,"High School","Poor",8,"No",68.1366754459412
"128",17,"Female",3.79765095129278,1.87902223508945,2.02227044989273,"No",71.6,9.19232055589321,"Good",5,"Bachelor","Good",7,"No",95.2528058232176
"129",20,"Male",2.44930526391269,1.29384556100565,1.07157228207294,"No",92.4,7.87893904896371,"Good",0,"High School","Good",2,"No",73.2811222516444
"130",20,"Male",0.907910493211032,3.43199737006888,1.77873846341727,"No",83,7.55907141517409,"Good",1,"High School","Average",3,"Yes",51.1007593334803
"131",20,"Female",3.09906759267684,3.71172607075886,3.44434302959826,"No",85.3,6.94079615537271,"Poor",5,"Bachelor","Good",10,"No",92.4487726561659
"132",21,"Female",5.22778736263715,2.71367528674189,1.07252975330298,"No",100,8.80085391304381,"Good",6,"High School","Good",9,"No",100
"133",17,"Female",3.14430112709128,1.99206821640291,2.94030274182305,"Yes",84.8,8.60738689848413,"Fair",5,"Bachelor","Average",5,"Yes",88.8182222984488
"134",21,"Female",4.41545125770071,1.23567399748573,1.96172254138002,"No",87.9,7.33071662668711,"Fair",4,"Bachelor","Poor",2,"Yes",90.9631426577137
"135",23,"Male",3.0976220982898,1.0387177508505,0.836413117451315,"No",73.2,8.10266002802908,"Fair",2,"Bachelor","Good",3,"No",87.1241050380993
"136",21,"Male",2.69034811831348,3.15937992831958,1.69771312841621,"No",82.8,6.0596237286284,"Fair",4,"Bachelor","Good",8,"No",88.9684684804684
"137",17,"Female",4.46938713510429,2.51836299909948,2.79739381339252,"No",91.1,7.65079822005249,"Good",1,"Bachelor","Good",4,"No",85.4590253883965
"138",17,"Male",2.81224743940252,3.50236317681241,1.12956316816582,"No",69.4,7.77022616292098,"Good",6,"Bachelor","Poor",2,"No",83.830740195347
"139",23,"Male",3.39472547525154,2.45515240333735,0.743021657117324,"No",87,9.0690600024455,"Fair",3,"Master","Average",2,"No",83.4847520031833
"140",17,"Male",3.37335649627382,1.53902201749,3.10606609250551,"No",86,6.7195907116625,"Good",6,"High School","Poor",6,"No",93.3035410394184
"141",24,"Male",2.66344030316519,2.96595340212227,2.05403920626552,"No",85.4,6.50254711423206,"Good",6,"High School","Good",8,"No",83.0769822883439
"142",17,"Male",4.48973307023806,0.745860786825581,0.857153451455125,"No",95.4,7.0433004641657,"Good",6,"Bachelor","Good",7,"No",98.5613284511293
"143",20,"Male",2.5068266307834,1.94298448997163,2.69220369078016,"No",88.3,6.53206251849659,"Fair",4,"Bachelor","Poor",4,"Yes",84.2303606255648
"144",24,"Male",2.09902789264794,2.79247410941517,1.39010327933539,"No",99.8,8.70712846498656,"Fair",3,"None","Good",2,"No",82.247759378273
"145",24,"Male",3.43606978312121,3.64589195515851,2.8566940155051,"No",75.1,9.23641095231632,"Fair",5,"Master","Good",9,"Yes",88.8182222984488
"146",23,"Female",2.14568157128459,4.61398891833821,2.5706571981948,"No",86.4,8.16722678165132,"Good",1,"None","Good",4,"No",71.7238375884558
"147",19,"Female",3.3776875077568,2.44608002609676,2.06122106950564,"No",85.8,8.91828140200604,"Poor",2,"Bachelor","Good",9,"No",89.5634472528704
"148",19,"Female",2.27827717902531,2.56986129387418,2.44496003049428,"No",74.3,8.27960149201005,"Fair",3,"Bachelor","Poor",5,"Yes",90.8207688194266
"149",17,"Female",3.8567755961057,2.62221835818492,3.53667232479098,"No",94.6,7.51394509706261,"Fair",1,"Master","Good",7,"No",94.0520056809768
"150",24,"Female",3.72569137588979,2.84180628968127,2.20128666614389,"Yes",100,6.91212555303723,"Fair",3,"None","Poor",5,"No",89.5142281637131
"151",19,"Male",2.80592827947441,1.99398630496867,0.85587482111156,"Yes",84.8,7.87145096149443,"Good",4,"Bachelor","Average",2,"No",83.5426410208809
"152",19,"Female",3.79464254980528,3.80178726889525,2.20082461983051,"No",90.1,6.44806031657226,"Good",1,"High School","Good",6,"No",86.5950961304104
"153",17,"Female",4.78308373132049,2.39337329395546,3.49176900863716,"No",85.8,7.5654830808055,"Good",4,"High School","Good",7,"No",96.2109333820811
"154",19,"Female",3.96329158617766,2.59620963025719,0.703128604078608,"No",77.9,7.69403088895339,"Good",0,"None","Average",6,"No",92.3576418194319
"155",21,"Male",3.22353113219728,2.39632078699313,2.0068591178706,"No",66.8,8.02180730696042,"Fair",1,"Bachelor","Good",3,"No",84.0025329334814
"156",18,"Male",1.35107431778848,3.06730378521637,2.54047850325775,"No",77.9,7.62041375623024,"Fair",3,"High School","Good",10,"No",79.3202047947338
"157",23,"Male",1.67993717725154,2.70275362639887,2.61525944722416,"Yes",71.1,7.63797525076203,"Fair",0,"High School","Good",8,"No",79.5785418179968
"158",18,"Male",1.73871451297781,1.86899085887847,1.74344130082684,"No",100,7.52961078526951,"Poor",4,"Bachelor","Poor",3,"No",78.9292980554058
"159",17,"Female",1.96628408609094,2.02229707846616,2.98116767285749,"No",83.8,8.0691035236016,"Fair",4,"Bachelor","Good",5,"Yes",82.4270153852204
"160",20,"Female",2.37522503397245,2.04688308876652,4.01101382960374,"No",81.5,8.01779977795335,"Good",3,"Bachelor","Average",9,"No",90.7255487740954
"161",23,"Male",2.77314146474655,2.56922993335353,2.26503140686627,"No",93.9,6.84452697720809,"Fair",0,"Master","Average",5,"No",84.1166214942849
"162",17,"Other",3.53523171903284,3.45621315808387,1.92746144213467,"No",73.8,6.76107255951834,"Good",6,"High School","Average",7,"No",90.1974289870024
"163",24,"Female",3.30680546210125,2.57047131074177,0.895932207239377,"No",77.3,7.40246899490896,"Fair",5,"Master","Average",7,"No",93.4367239580196
"164",20,"Male",4.09582337608259,3.51749862195323,2.36798652991534,"No",85.7,6.37743067469485,"Poor",2,"Master","Good",5,"No",87.0715419757738
"165",18,"Male",3.07250947312452,1.87543709476315,2.68382677558884,"No",95.3,7.6089715205214,"Poor",3,"High School","Average",2,"Yes",82.9008437889619
"166",17,"Male",1.19214390754168,1.87017884453668,2.19284368588893,"No",90,8.3343073061048,"Fair",4,"High School","Good",5,"No",65.0326160968155
"167",24,"Male",2.05215922576792,1.52370354895997,2.01348431354594,"No",87.5,6.67760714129829,"Fair",1,"High School","Average",7,"No",84.9612931779398
"168",23,"Male",2.84088911813607,2.03294120809298,1.41300753125371,"Yes",85.8,8.10785215584598,"Poor",0,"High School","Good",7,"No",87.9037515324008
"169",23,"Male",2.13451566337184,2.36543832018257,0.657135031089739,"No",89,7.34468429265944,"Fair",5,"Bachelor","Good",4,"Yes",74.3336242027526
"170",22,"Male",3.22252675906956,2.90627572083305,3.05670401867494,"Yes",87,8.46413232934183,"Fair",2,"Bachelor","Good",1,"No",82.4865756182492
"171",24,"Male",4.04361538796401,2.1520486862857,3.01401870259735,"No",74.7,9.42600833605941,"Fair",1,"Bachelor","Good",6,"No",98.7154191175805
"172",21,"Female",4.14751591265936,2.39271553179274,1.33556378455062,"No",85.5,6.62039021947622,"Good",0,"Bachelor","Good",3,"Yes",94.3126088369978
"173",19,"Male",2.64249721246359,0.943536483207536,3.30624398725428,"No",74.3,8.03518121846603,"Good",5,"High School","Good",5,"No",85.841590333654
"174",20,"Female",4.47022997630515,2.46279245949779,2.60231434883307,"No",85.8,6.61076798294132,"Fair",3,"Master","Good",4,"Yes",93.4367239580196
"175",24,"Male",2.52447048582398,3.72773183857225,3.57462948301893,"Yes",80.2,8.0604724603392,"Good",5,"High School","Poor",2,"No",86.381364332756
"176",22,"Other",2.42102532136699,3.2506089087734,1.30958460446776,"No",100,6.54578865753727,"Good",3,"Master","Good",7,"No",84.1735346047853
"177",19,"Male",2.61427653595493,2.33067212646634,0.916954513043632,"No",84.6,7.9907267097024,"Good",6,"High School","Average",5,"Yes",90.5343730760384
"178",19,"Male",2.25505487402838,2.79196289500261,1.955917180426,"No",71,7.08801985528697,"Fair",0,"Master","Average",7,"Yes",77.7988463017839
"179",17,"Other",2.99278773572961,1.34446173504615,2.15322834107029,"Yes",83.7,7.67862331283049,"Poor",5,"None","Good",9,"No",84.1166214942849
"180",19,"Female",3.67691183357063,1.37576229243837,3.08883137206941,"No",90.2,6.62893862170826,"Good",2,"High School","Average",4,"No",79.8350941152814
"181",21,"Female",2.92673628070147,2.77019200597117,2.86475560955595,"Yes",100,8.27357555973698,"Fair",5,"None","Good",5,"No",86.3277386233175
